"Localidades";"Períodos";"PIB (Em mil reais correntes)";"PIB per Capita (Em reais correntes)";"Participação no PIB do Estado (Em %)";"Cód. IBGE"
"Mira Estrela";"2014";"43677,47";"15223,93";"0,002351";3530003
"Mira Estrela";"2015";"45897,09";"15925,43";"0,002366";3530003
"Miracatu";"2011";"350060,7";"17085,3";"0,024366";3529906
"Miracatu";"2012";"315617,39";"15492,71";"0,020244";3529906
"Miracatu";"2013";"437244,48";"21585,92";"0,025492";3529906
"Miracatu";"2014";"366652,57";"18204,29";"0,019732";3529906
"Miracatu";"2015";"384071,27";"19177,67";"0,019799";3529906
"Mirandópolis";"2011";"412892,65";"14959,34";"0,02874";3530102
"Mirandópolis";"2012";"464531,3";"16751,34";"0,029796";3530102
"Mirandópolis";"2013";"544820,54";"19553,55";"0,031764";3530102
"Mirandópolis";"2014";"618028,84";"22075,61";"0,03326";3530102
"Mirandópolis";"2015";"556718,59";"19792,33";"0,028698";3530102
"Mirante do Paranapanema";"2011";"212695,27";"12417,99";"0,014805";3530201
"Mirante do Paranapanema";"2012";"278193,86";"16171,24";"0,017844";3530201
"Mirante do Paranapanema";"2013";"298042,01";"17248,8";"0,017376";3530201
"Mirante do Paranapanema";"2014";"356100,71";"20518,62";"0,019164";3530201
"Mirante do Paranapanema";"2015";"373559,3";"21429,51";"0,019257";3530201
"Mirassol";"2011";"1098015,11";"20267,56";"0,076428";3530300
"Mirassol";"2012";"1254672,18";"22974,72";"0,080478";3530300
"Mirassol";"2013";"1420623,01";"25805,58";"0,082824";3530300
"Mirassol";"2014";"1543382,15";"27812,2";"0,083058";3530300
"Mirassol";"2015";"1549541,71";"27700,56";"0,079878";3530300
"Mirassolândia";"2011";"50861,97";"11743,7";"0,00354";3530409
"Mirassolândia";"2012";"60944,62";"13936,57";"0,003909";3530409
"Mirassolândia";"2013";"65123,9";"14750,6";"0,003797";3530409
"Mirassolândia";"2014";"89350,74";"20042,79";"0,004808";3530409
"Mirassolândia";"2015";"71501,63";"15885,72";"0,003686";3530409
"Mococa";"2011";"1207460,78";"18204,12";"0,084046";3530508
"Mococa";"2012";"1414142,06";"21305,98";"0,090706";3530508
"Mococa";"2013";"1607623,72";"24204,64";"0,093726";3530508
"Mococa";"2014";"1675194,97";"25204,93";"0,090152";3530508
"Mococa";"2015";"1802063,57";"27095,44";"0,092895";3530508
"Mogi das Cruzes";"2011";"10166359,38";"25944,39";"0,707632";3530607
"Mogi das Cruzes";"2012";"11146729,54";"28112,88";"0,714977";3530607
"Mogi das Cruzes";"2013";"12869867,33";"32078,35";"0,750325";3530607
"Mogi das Cruzes";"2014";"13367335,34";"32927,8";"0,719372";3530607
"Mogi das Cruzes";"2015";"14130976,3";"34400,85";"0,728442";3530607
"Mogi Guaçu";"2011";"4005207,94";"28960,71";"0,278784";3530706
"Mogi Guaçu";"2012";"4432443,69";"31779,26";"0,284307";3530706
"Mogi Guaçu";"2013";"4790141,3";"34053,78";"0,27927";3530706
"Mogi Guaçu";"2014";"5048998,67";"35590,92";"0,271715";3530706
"Mogi Guaçu";"2015";"5186002,06";"36248";"0,267335";3530706
"Mogi Mirim";"2011";"3058221,54";"35190,8";"0,212868";
"Mogi Mirim";"2012";"11927707,98";"136552,31";"0,765071";
"Mogi Mirim";"2013";"3632285,85";"41371,88";"0,211766";
"Mogi Mirim";"2014";"4017408,09";"45526,13";"0,216199";
"Mogi Mirim";"2015";"4020271,63";"45326,93";"0,207242";
"Mombuca";"2011";"49186,67";"15032,6";"0,003424";3530904
"Mombuca";"2012";"55500,45";"16926,03";"0,00356";3530904
"Mombuca";"2013";"60233,47";"18324,76";"0,003512";3530904
"Mombuca";"2014";"56413,36";"17126,1";"0,003036";3530904
"Mombuca";"2015";"61457,99";"18617,99";"0,003168";3530904
"Mongaguá";"2011";"496133,53";"10547,73";"0,034534";3531100
"Mongaguá";"2012";"576832,03";"12041,17";"0,036999";3531100
"Mongaguá";"2013";"698533,89";"14318,03";"0,040725";3531100
"Mongaguá";"2014";"790876,63";"15917,17";"0,042562";3531100
"Mongaguá";"2015";"864736,55";"17088,64";"0,044577";3531100
"Monte Alegre do Sul";"2011";"151123,63";"20957,38";"0,010519";3531209
"Monte Alegre do Sul";"2012";"151647,87";"20836,47";"0,009727";3531209
"Monte Alegre do Sul";"2013";"151912,1";"20676,75";"0,008857";3531209
"Monte Alegre do Sul";"2014";"176458,64";"23797,52";"0,009496";3531209
"Monte Alegre do Sul";"2015";"183065,57";"24460,93";"0,009437";3531209
"Monte Alto";"2011";"1114110,67";"23793,58";"0,077548";3531308
"Monte Alto";"2012";"1308173,7";"27814,55";"0,083909";3531308
"Monte Alto";"2013";"1444218,69";"30570,65";"0,084199";3531308
"Monte Alto";"2014";"1520054,59";"32032,84";"0,081803";3531308
"Monte Alto";"2015";"1615404,97";"33891,51";"0,083273";3531308
"Monte Aprazível";"2011";"453393,43";"20681,18";"0,031559";3531407
"Monte Aprazível";"2012";"519521,86";"23472,73";"0,033323";3531407
"Monte Aprazível";"2013";"580018,4";"25957,41";"0,033816";3531407
"Monte Aprazível";"2014";"602662,52";"26717,32";"0,032433";3531407
"Monte Aprazível";"2015";"565970,48";"24852,7";"0,029175";3531407
"Monte Azul Paulista";"2011";"277011,58";"14688,56";"0,019281";3531506
"Monte Azul Paulista";"2012";"322911,45";"17192,6";"0,020712";3531506
"Monte Azul Paulista";"2013";"352375,41";"18838,57";"0,020544";3531506
"Monte Azul Paulista";"2014";"397492,86";"21336,17";"0,021391";3531506
"Monte Azul Paulista";"2015";"449319,15";"24216,83";"0,023162";3531506
"Monte Castelo";"2011";"58633,51";"14466,69";"0,004081";3531605
"Monte Castelo";"2012";"68883,59";"17029,32";"0,004418";3531605
"Monte Castelo";"2013";"74858,47";"18552,29";"0,004364";3531605
"Monte Castelo";"2014";"71804,9";"17830,87";"0,003864";3531605
"Monte Castelo";"2015";"82201,38";"20463,38";"0,004237";3531605
"Monte Mor";"2011";"2312968,6";"46367,87";"0,160995";3531803
"Monte Mor";"2012";"2622765,76";"51478,26";"0,16823";3531803
"Monte Mor";"2013";"2757657,45";"52992,13";"0,160774";3531803
"Monte Mor";"2014";"2950248,14";"55506,92";"0,158769";3531803
"Monte Mor";"2015";"2964708,68";"54610,76";"0,152829";3531803
"Monteiro Lobato";"2011";"38905,03";"9370,19";"0,002708";3531704
"Monteiro Lobato";"2012";"42623,09";"10179,86";"0,002734";3531704
"Monteiro Lobato";"2013";"50560,66";"11969,85";"0,002948";3531704
"Monteiro Lobato";"2014";"50384,61";"11824,6";"0,002711";3531704
"Monteiro Lobato";"2015";"54277,15";"12628,47";"0,002798";3531704
"Monções";"2011";"50153,67";"23469,2";"0,003491";3531001
"Monções";"2012";"75600,84";"35278,04";"0,004849";3531001
"Monções";"2013";"56931,78";"26504,55";"0,003319";3531001
"Monções";"2014";"66467,43";"30857,67";"0,003577";3531001
"Monções";"2015";"71942,71";"33306,81";"0,003709";3531001
"Morro Agudo";"2011";"816787,86";"27770,57";"0,056853";3531902
"Morro Agudo";"2012";"916567,05";"30814,16";"0,058791";3531902
"Morro Agudo";"2013";"1015886,35";"33771,69";"0,059227";3531902
"Morro Agudo";"2014";"994858,65";"32701,95";"0,053539";3531902
"Morro Agudo";"2015";"1062317,69";"34528,95";"0,054762";3531902
"Morungaba";"2011";"352524,01";"29613,91";"0,024538";3532009
"Morungaba";"2012";"374509,91";"31053,89";"0,024022";3532009
"Morungaba";"2013";"411255,03";"33665,28";"0,023977";3532009
"Morungaba";"2014";"430939,81";"34826,23";"0,023191";3532009
"Morungaba";"2015";"394926,83";"31505,93";"0,020358";3532009
"Motuca";"2011";"73058,47";"16903,86";"0,005085";3532058
"Motuca";"2012";"62921,33";"14434,81";"0,004036";3532058
"Motuca";"2013";"66615,99";"15157,22";"0,003884";3532058
"Motuca";"2014";"65396,54";"14755,54";"0,003519";3532058
"Motuca";"2015";"70542,47";"15784,84";"0,003636";3532058
"Murutinga do Sul";"2011";"45989,37";"10962,9";"0,003201";3532108
"Murutinga do Sul";"2012";"49271,05";"11714,47";"0,00316";3532108
"Murutinga do Sul";"2013";"52509,92";"12451,96";"0,003061";3532108
"Murutinga do Sul";"2014";"51650,78";"12216,36";"0,00278";3532108
"Murutinga do Sul";"2015";"53896,58";"12714,46";"0,002778";3532108
"Nantes";"2011";"58840,73";"21466,88";"0,004096";3532157
"Nantes";"2012";"71109,74";"25588,25";"0,004561";3532157
"Nantes";"2013";"60780,47";"21576,31";"0,003544";3532157
"Nantes";"2014";"58496,92";"20482,11";"0,003148";3532157
"Nantes";"2015";"90099,56";"31111,73";"0,004645";3532157
"Narandiba";"2011";"156104,48";"35993,65";"0,010866";3532207
"Narandiba";"2012";"158578,66";"36106,25";"0,010172";3532207
"Narandiba";"2013";"165728,54";"37267,49";"0,009662";3532207
"Narandiba";"2014";"154813,6";"34372,47";"0,008331";3532207
"Narandiba";"2015";"208680,49";"45753,23";"0,010757";3532207
"Natividade da Serra";"2011";"49821,6";"7458,32";"0,003468";3532306
"Natividade da Serra";"2012";"48498,06";"7260,19";"0,003111";3532306
"Natividade da Serra";"2013";"54085,44";"8097,83";"0,003153";3532306
"Natividade da Serra";"2014";"66370";"9937,12";"0,003572";3532306
"Natividade da Serra";"2015";"63750,73";"9544,95";"0,003286";3532306
"Nazaré Paulista";"2011";"215133,14";"12958,27";"0,014974";3532405
"Nazaré Paulista";"2012";"240960,15";"14334,33";"0,015456";3532405
"Nazaré Paulista";"2013";"289208";"16991,25";"0,016861";3532405
"Nazaré Paulista";"2014";"312053,01";"18104,72";"0,016793";3532405
"Nazaré Paulista";"2015";"313714,29";"17975,84";"0,016172";3532405
"Neves Paulista";"2011";"153480,79";"17516,64";"0,010683";3532504
"Neves Paulista";"2012";"142098,76";"16239,86";"0,009115";3532504
"Neves Paulista";"2013";"150212,99";"17188,81";"0,008758";3532504
"Neves Paulista";"2014";"155908,53";"17865,08";"0,00839";3532504
"Neves Paulista";"2015";"162140,03";"18602,57";"0,008358";3532504
"Nhandeara";"2011";"215443,4";"20069,25";"0,014996";3532603
"Nhandeara";"2012";"235632,71";"21919,32";"0,015114";3532603
"Nhandeara";"2013";"244525,65";"22714,88";"0,014256";3532603
"Nhandeara";"2014";"251722,87";"23350,92";"0,013547";3532603
"Nhandeara";"2015";"256513,95";"23762,29";"0,013223";3532603
"Nipoã";"2011";"74487,51";"17163,02";"0,005185";3532702
"Nipoã";"2012";"74410,27";"16842,52";"0,004773";3532702
"Nipoã";"2013";"76594,28";"17032,3";"0,004466";3532702
"Nipoã";"2014";"83158,53";"18164,82";"0,004475";3532702
"Nipoã";"2015";"75101,4";"16116,18";"0,003871";3532702
"Nova Aliança";"2011";"78592,89";"13231,13";"0,00547";3532801
"Nova Aliança";"2012";"82223,11";"13703,85";"0,005274";3532801
"Nova Aliança";"2013";"89026,34";"14688,39";"0,00519";3532801
"Nova Aliança";"2014";"90489,31";"14781";"0,00487";3532801
"Nova Aliança";"2015";"93512,65";"15121,71";"0,004821";3532801
"Nova Campina";"2011";"304795,2";"35387,81";"0,021215";3532827
"Nova Campina";"2012";"300814,59";"34485,22";"0,019295";3532827
"Nova Campina";"2013";"339793,11";"38455,54";"0,01981";3532827
"Nova Campina";"2014";"348781,51";"38974,36";"0,01877";3532827
"Nova Campina";"2015";"317840,94";"35066,3";"0,016384";3532827
"Nova Canaã Paulista";"2011";"24291,81";"11578,56";"0,001691";3532843
"Nova Canaã Paulista";"2012";"23425,21";"11278,39";"0,001503";3532843
"Nova Canaã Paulista";"2013";"25953,93";"12611,24";"0,001513";3532843
"Nova Canaã Paulista";"2014";"32352,72";"15866,95";"0,001741";3532843
"Nova Canaã Paulista";"2015";"30250,87";"14975,68";"0,001559";3532843
"Nova Castilho";"2011";"30502,51";"26993,37";"0,002123";3532868
"Nova Castilho";"2012";"28663,46";"25231,92";"0,001839";3532868
"Nova Castilho";"2013";"32421";"28364,83";"0,00189";3532868
"Nova Castilho";"2014";"31156,48";"27116,17";"0,001677";3532868
"Nova Castilho";"2015";"30935,35";"26783,86";"0,001595";3532868
"Nova Europa";"2011";"192745,03";"20441,73";"0,013416";3532900
"Nova Europa";"2012";"262697,17";"27421,42";"0,01685";3532900
"Nova Europa";"2013";"255605,69";"26259,06";"0,014902";3532900
"Nova Europa";"2014";"273362,29";"27640,27";"0,014711";3532900
"Nova Europa";"2015";"280654,41";"27931,37";"0,014468";3532900
"Nova Granada";"2011";"229326,56";"11857,02";"0,015962";3533007
"Nova Granada";"2012";"261771,38";"13408,36";"0,016791";3533007
"Nova Granada";"2013";"291430,03";"14788,15";"0,016991";3533007
"Nova Granada";"2014";"341010,44";"17143,09";"0,018352";3533007
"Nova Granada";"2015";"341387,91";"17002,24";"0,017598";3533007
"Nova Guataporanga";"2011";"17626,78";"8093,11";"0,001227";3533106
"Nova Guataporanga";"2012";"21043,2";"9652,84";"0,00135";3533106
"Nova Guataporanga";"2013";"25949,23";"11892,41";"0,001513";3533106
"Nova Guataporanga";"2014";"27061,44";"12390,77";"0,001456";3533106
"Nova Guataporanga";"2015";"27148,38";"12419,21";"0,001399";3533106
"Nova Independência";"2011";"72347,96";"23121,75";"0,005036";3533205
"Nova Independência";"2012";"68430,71";"21377,92";"0,004389";3533205
"Nova Independência";"2013";"76158,06";"23254,37";"0,00444";3533205
"Nova Independência";"2014";"84592,64";"25236,47";"0,004552";3533205
"Nova Independência";"2015";"105083,21";"30645,44";"0,005417";3533205
"Nova Luzitânia";"2011";"30948,91";"8840,02";"0,002154";3533304
"Nova Luzitânia";"2012";"32011,76";"8971,9";"0,002053";3533304
"Nova Luzitânia";"2013";"36686,76";"10087,09";"0,002139";3533304
"Nova Luzitânia";"2014";"36769,94";"9919,06";"0,001979";3533304
"Nova Luzitânia";"2015";"38339,83";"10148,18";"0,001976";3533304
"Nova Odessa";"2011";"1828878,12";"35247,33";"0,1273";3533403
"Nova Odessa";"2012";"1985035,51";"37718,24";"0,127325";3533403
"Nova Odessa";"2013";"2294132,22";"42978,98";"0,13375";3533403
"Nova Odessa";"2014";"2480005,07";"45808,11";"0,133463";3533403
"Nova Odessa";"2015";"2752343,52";"50123,72";"0,141881";3533403
"Novais";"2011";"44961,78";"9613,38";"0,00313";3533254
"Novais";"2012";"52472,76";"10982,16";"0,003366";3533254
"Novais";"2013";"50050,14";"10254,08";"0,002918";3533254
"Novais";"2014";"45449,47";"9115,42";"0,002446";3533254
"Novais";"2015";"45813,85";"8993,69";"0,002362";3533254
"Novo Horizonte";"2011";"646342,65";"17559,36";"0,044989";3533502
"Novo Horizonte";"2012";"722201,41";"19485,25";"0,046324";3533502
"Novo Horizonte";"2013";"787441,7";"21099,72";"0,045909";3533502
"Novo Horizonte";"2014";"817023,62";"21742,07";"0,043969";3533502
"Novo Horizonte";"2015";"969246,7";"25615,7";"0,049964";3533502
"Nuporanga";"2011";"351457,25";"51225,37";"0,024463";3533601
"Nuporanga";"2012";"381129,99";"55156,29";"0,024447";3533601
"Nuporanga";"2013";"360198,76";"51767,57";"0,021";3533601
"Nuporanga";"2014";"376716,96";"53762,94";"0,020273";3533601
"Nuporanga";"2015";"403832,6";"57224,4";"0,020817";3533601
"Ocauçu";"2011";"50884,89";"12229,01";"0,003542";3533700
"Ocauçu";"2012";"57061,76";"13723,37";"0,00366";3533700
"Ocauçu";"2013";"75098,03";"18069,79";"0,004378";3533700
"Ocauçu";"2014";"85745,48";"20646,64";"0,004614";3533700
"Ocauçu";"2015";"82357,16";"19840,32";"0,004245";3533700
"Óleo";"2011";"35417,7";"13329,96";"0,002465";3533809
"Óleo";"2012";"39171";"14848,75";"0,002513";3533809
"Óleo";"2013";"60506,29";"23094,01";"0,003528";3533809
"Óleo";"2014";"77232,12";"29693,24";"0,004156";3533809
"Óleo";"2015";"83092,84";"32169,12";"0,004283";3533809
"Olímpia";"2011";"1285093,12";"25567,38";"0,089449";3533908
"Olímpia";"2012";"1398155,18";"27665,97";"0,089681";3533908
"Olímpia";"2013";"1488933";"29302,21";"0,086806";3533908
"Olímpia";"2014";"1587458,39";"31070,59";"0,08543";3533908
"Olímpia";"2015";"1692186,44";"32940,5";"0,087231";3533908
"Onda Verde";"2011";"127265,71";"32507,21";"0,008858";3534005
"Onda Verde";"2012";"160511,54";"40625,55";"0,010296";3534005
"Onda Verde";"2013";"190164,26";"47696,08";"0,011087";3534005
"Onda Verde";"2014";"181184,88";"45037,26";"0,009751";3534005
"Onda Verde";"2015";"183077,08";"45092,88";"0,009437";3534005
"Oriente";"2011";"63416,3";"10375,7";"0,004414";3534104
"Oriente";"2012";"71326,51";"11635,65";"0,004575";3534104
"Oriente";"2013";"83250,07";"13545,41";"0,004854";3534104
"Oriente";"2014";"90936,82";"14752,89";"0,004894";3534104
"Oriente";"2015";"96004,55";"15532,2";"0,004949";3534104
"Orindiúva";"2011";"280907,96";"48557,99";"0,019553";3534203
"Orindiúva";"2012";"339104,17";"57348,92";"0,021751";3534203
"Orindiúva";"2013";"338227,36";"55960,85";"0,019719";3534203
"Orindiúva";"2014";"347469";"56252,06";"0,018699";3534203
"Orindiúva";"2015";"347470,89";"55031,82";"0,017912";3534203
"Orlândia";"2011";"1152303,59";"28795,35";"0,080206";3534302
"Orlândia";"2012";"1308964,95";"32489,39";"0,08396";3534302
"Orlândia";"2013";"1462454,31";"36055,68";"0,085262";3534302
"Orlândia";"2014";"1536247,39";"37619,01";"0,082674";3534302
"Orlândia";"2015";"1482381,75";"36056,28";"0,076416";3534302
"Osasco";"2011";"47614554,45";"71291,65";"3,314224";3534401
"Osasco";"2012";"50059467,83";"74810,76";"3,21093";3534401
"Osasco";"2013";"54335844,65";"81047,95";"3,16783";3534401
"Osasco";"2014";"58566199,37";"87192,82";"3,151777";3534401
"Osasco";"2015";"65872535,11";"97885,06";"3,395684";3534401
"Oscar Bressane";"2011";"40837,66";"16115,89";"0,002843";3534500
"Oscar Bressane";"2012";"53763,17";"21241,87";"0,003448";3534500
"Oscar Bressane";"2013";"59192,94";"23396,42";"0,003451";3534500
"Oscar Bressane";"2014";"59574,3";"23575,11";"0,003206";3534500
"Oscar Bressane";"2015";"67774,48";"26852,01";"0,003494";3534500
"Osvaldo Cruz";"2011";"667006,65";"21550,41";"0,046427";3534609
"Osvaldo Cruz";"2012";"754065,36";"24327,04";"0,048367";3534609
"Osvaldo Cruz";"2013";"783729,55";"25247,39";"0,045692";3534609
"Osvaldo Cruz";"2014";"832885,35";"26791,22";"0,044822";3534609
"Osvaldo Cruz";"2015";"869105,6";"27915";"0,044802";3534609
"Ourinhos";"2011";"1997483,52";"19255,82";"0,139035";3534708
"Ourinhos";"2012";"2252330,35";"21549,69";"0,14447";3534708
"Ourinhos";"2013";"2588893,25";"24583,55";"0,150935";3534708
"Ourinhos";"2014";"2847364,32";"26835,09";"0,153233";3534708
"Ourinhos";"2015";"2777682,69";"25981,75";"0,143188";3534708
"Ouro Verde";"2011";"76686,19";"9778,91";"0,005338";3534807
"Ouro Verde";"2012";"93386,34";"11836,04";"0,00599";3534807
"Ouro Verde";"2013";"96758,08";"12187,69";"0,005641";3534807
"Ouro Verde";"2014";"93614,16";"11720,82";"0,005038";3534807
"Ouro Verde";"2015";"89552,61";"11142,54";"0,004616";3534807
"Ouroeste";"2011";"193368,24";"22669,2";"0,013459";3534757
"Ouroeste";"2012";"240223,52";"27685,09";"0,015408";3534757
"Ouroeste";"2013";"327609,25";"37114,45";"0,0191";3534757
"Ouroeste";"2014";"354321,32";"39461,11";"0,019068";3534757
"Ouroeste";"2015";"378258,03";"41412,09";"0,019499";3534757
"Pacaembu";"2011";"128364,99";"9722,41";"0,008935";3534906
"Pacaembu";"2012";"135934,04";"10307,4";"0,008719";3534906
"Pacaembu";"2013";"152778,97";"11599,65";"0,008907";3534906
"Pacaembu";"2014";"160670";"12212,68";"0,008647";3534906
"Pacaembu";"2015";"172570";"13134,18";"0,008896";3534906
"Palestina";"2011";"204454,99";"18325,27";"0,014231";3535002
"Palestina";"2012";"213745,28";"18944,01";"0,01371";3535002
"Palestina";"2013";"257626,14";"22577";"0,01502";3535002
"Palestina";"2014";"274758,69";"23809,25";"0,014786";3535002
"Palestina";"2015";"274103,9";"23487,91";"0,01413";3535002
"Palmares Paulista";"2011";"83401,12";"7498,75";"0,005805";3535101
"Palmares Paulista";"2012";"92503,93";"8158,75";"0,005933";3535101
"Palmares Paulista";"2013";"104137,31";"9008,42";"0,006071";3535101
"Palmares Paulista";"2014";"100511,71";"8528,78";"0,005409";3535101
"Palmares Paulista";"2015";"107848,78";"8976,93";"0,00556";3535101
"Palmeira d'Oeste";"2011";"106481,69";"11168,63";"0,007412";3535200
"Palmeira d'Oeste";"2012";"122299,84";"12903,55";"0,007845";3535200
"Palmeira d'Oeste";"2013";"130514,43";"13850,62";"0,007609";3535200
"Palmeira d'Oeste";"2014";"154537,06";"16496,27";"0,008317";3535200
"Palmeira d'Oeste";"2015";"157447,58";"16906,22";"0,008116";3535200
"Palmital";"2011";"436704,89";"20573,09";"0,030397";3535309
"Palmital";"2012";"434055,89";"20404,08";"0,027841";3535309
"Palmital";"2013";"509127,92";"23883,66";"0,029683";3535309
"Palmital";"2014";"503483,2";"23569,1";"0,027095";3535309
"Palmital";"2015";"567660,72";"26516,29";"0,029263";3535309
"Panorama";"2011";"190649,34";"13023,39";"0,01327";3535408
"Panorama";"2012";"220618,36";"15004,99";"0,014151";3535408
"Panorama";"2013";"242184,94";"16400,42";"0,01412";3535408
"Panorama";"2014";"254502,4";"17159,01";"0,013696";3535408
"Panorama";"2015";"241742,98";"16227,63";"0,012462";3535408
"Paraguaçu Paulista";"2011";"845382,36";"19912,43";"0,058843";3535507
"Paraguaçu Paulista";"2012";"914104,42";"21429,68";"0,058633";3535507
"Paraguaçu Paulista";"2013";"926191,28";"21610,7";"0,053998";3535507
"Paraguaçu Paulista";"2014";"902878,64";"20967,43";"0,048589";3535507
"Paraguaçu Paulista";"2015";"985158,02";"22770,85";"0,050784";3535507
"Paraibuna";"2011";"202033,8";"11565,28";"0,014063";3535606
"Paraibuna";"2012";"220576,84";"12566,33";"0,014148";3535606
"Paraibuna";"2013";"247278,83";"14019,66";"0,014417";3535606
"Paraibuna";"2014";"277677,49";"15666,75";"0,014943";3535606
"Paraibuna";"2015";"254493,08";"14290,14";"0,013119";3535606
"Paraíso";"2011";"149684,71";"25220,67";"0,010419";3535705
"Paraíso";"2012";"169722,76";"28400,73";"0,010886";3535705
"Paraíso";"2013";"175542,44";"29164,72";"0,010234";3535705
"Paraíso";"2014";"183421,68";"30267,6";"0,009871";3535705
"Paraíso";"2015";"193721,93";"31742,08";"0,009986";3535705
"Paranapanema";"2011";"279289,58";"15516,95";"0,01944";3535804
"Paranapanema";"2012";"317106,46";"17411";"0,02034";3535804
"Paranapanema";"2013";"359640,2";"19513,85";"0,020967";3535804
"Paranapanema";"2014";"381672,36";"20467,2";"0,02054";3535804
"Paranapanema";"2015";"518119,52";"27457,31";"0,026709";3535804
"Paranapuã";"2011";"43642,76";"11418,83";"0,003038";3535903
"Paranapuã";"2012";"55484,82";"14479,34";"0,003559";3535903
"Paranapuã";"2013";"60116,3";"15651,21";"0,003505";3535903
"Paranapuã";"2014";"66397,59";"17241,65";"0,003573";3535903
"Paranapuã";"2015";"69295,94";"17952,32";"0,003572";3535903
"Parapuã";"2011";"218809,69";"20243,29";"0,01523";3536000
"Parapuã";"2012";"227981,04";"21164,23";"0,014623";3536000
"Parapuã";"2013";"245039,3";"22826,2";"0,014286";3536000
"Parapuã";"2014";"257125,45";"24032,66";"0,013837";3536000
"Parapuã";"2015";"294599,57";"27630,8";"0,015186";3536000
"Pardinho";"2011";"156900,52";"27750,36";"0,010921";3536109
"Pardinho";"2012";"175857,6";"30663,92";"0,01128";3536109
"Pardinho";"2013";"196094,08";"33710,52";"0,011432";3536109
"Pardinho";"2014";"222032,31";"37626,22";"0,011949";3536109
"Pardinho";"2015";"227388,91";"37993,14";"0,011722";3536109
"Pariquera-Açu";"2011";"296261,32";"15995,1";"0,020621";3536208
"Pariquera-Açu";"2012";"347537,23";"18679,78";"0,022292";3536208
"Pariquera-Açu";"2013";"371114,3";"19856,3";"0,021636";3536208
"Pariquera-Açu";"2014";"397382,92";"21166,66";"0,021385";3536208
"Pariquera-Açu";"2015";"450736,08";"23900,32";"0,023235";3536208
"Parisi";"2011";"23444,03";"11520,41";"0,001632";3536257
"Parisi";"2012";"25971,78";"12743,76";"0,001666";3536257
"Parisi";"2013";"28074,78";"13755,4";"0,001637";3536257
"Parisi";"2014";"33330,9";"16306,7";"0,001794";3536257
"Parisi";"2015";"32136,32";"15691,56";"0,001657";3536257
"Patrocínio Paulista";"2011";"452858,49";"34477,24";"0,031521";3536307
"Patrocínio Paulista";"2012";"550472,08";"41432,49";"0,035309";3536307
"Patrocínio Paulista";"2013";"628260,59";"46745,58";"0,036628";3536307
"Patrocínio Paulista";"2014";"721833,7";"53099,43";"0,038846";3536307
"Patrocínio Paulista";"2015";"729992,87";"53090,39";"0,037631";3536307
"Paulicéia";"2011";"153934,42";"24003,5";"0,010715";3536406
"Paulicéia";"2012";"161818,65";"24906,67";"0,010379";3536406
"Paulicéia";"2013";"195346,73";"29674,42";"0,011389";3536406
"Paulicéia";"2014";"207886,99";"31172,14";"0,011188";3536406
"Paulicéia";"2015";"221388,08";"32764,26";"0,011412";3536406
"Paulínia";"2011";"9804973,48";"116296,68";"0,682478";3536505
"Paulínia";"2012";"8461729,32";"97403,44";"0,542755";3536505
"Paulínia";"2013";"10984788,14";"122719,98";"0,640423";3536505
"Paulínia";"2014";"14655384,11";"158898,68";"0,788689";3536505
"Paulínia";"2015";"27060731,53";"284750,89";"1,394962";3536505
"Paulistânia";"2011";"26315,37";"14792,23";"0,001832";3536570
"Paulistânia";"2012";"23478,3";"13204,89";"0,001506";3536570
"Paulistânia";"2013";"22071,01";"12413,39";"0,001287";3536570
"Paulistânia";"2014";"25092,21";"14120,54";"0,00135";3536570
"Paulistânia";"2015";"23280,64";"13101,09";"0,0012";3536570
"Paulo de Faria";"2011";"158625,73";"18492,16";"0,011041";3536604
"Paulo de Faria";"2012";"156267,32";"18238,48";"0,010023";3536604
"Paulo de Faria";"2013";"174798,37";"20425,14";"0,010191";3536604
"Paulo de Faria";"2014";"176438,13";"20640,87";"0,009495";3536604
"Paulo de Faria";"2015";"184897,94";"21655,88";"0,009531";3536604
"Pederneiras";"2011";"1474799,77";"35218,26";"0,102654";3536703
"Pederneiras";"2012";"1635552,47";"38663,71";"0,104908";3536703
"Pederneiras";"2013";"1859204,97";"43507,48";"0,108393";3536703
"Pederneiras";"2014";"1908599,46";"44212,27";"0,102712";3536703
"Pederneiras";"2015";"1811358,46";"41537,3";"0,093374";3536703
"Pedra Bela";"2011";"45842,31";"7905,21";"0,003191";3536802
"Pedra Bela";"2012";"51630";"8874,18";"0,003312";3536802
"Pedra Bela";"2013";"63926,09";"10948,12";"0,003727";3536802
"Pedra Bela";"2014";"64510,94";"11010,57";"0,003472";3536802
"Pedra Bela";"2015";"68722,83";"11689,54";"0,003543";3536802
"Pedranópolis";"2011";"33132,41";"13033,99";"0,002306";3536901
"Pedranópolis";"2012";"37341,86";"14777,15";"0,002395";3536901
"Pedranópolis";"2013";"41801,58";"16654,01";"0,002437";3536901
"Pedranópolis";"2014";"44877,04";"17994";"0,002415";3536901
"Pedranópolis";"2015";"44983,21";"18153,03";"0,002319";3536901
"Pedregulho";"2011";"748906,11";"47534,5";"0,052128";3537008
"Pedregulho";"2012";"825229,96";"52176,91";"0,052932";3537008
"Pedregulho";"2013";"475499,63";"29947,07";"0,027722";3537008
"Pedregulho";"2014";"515208,98";"32321,77";"0,027726";3537008
