"Localidades";"Períodos";"PIB (Em mil reais correntes)";"PIB per Capita (Em reais correntes)";"Participação no PIB do Estado (Em %)";"Cód. IBGE"
"Pedregulho";"2015";"685020,04";"42808,4";"0,035312";3537008
"Pedreira";"2011";"849938,71";"20217,86";"0,05916";3537107
"Pedreira";"2012";"896423,2";"21051,2";"0,057499";3537107
"Pedreira";"2013";"957928,97";"22207,7";"0,055848";3537107
"Pedreira";"2014";"1025557,46";"23471,89";"0,055191";3537107
"Pedreira";"2015";"1074872,17";"24285,96";"0,055409";3537107
"Pedrinhas Paulista";"2011";"54925,08";"18637,63";"0,003823";3537156
"Pedrinhas Paulista";"2012";"62441,91";"21138,09";"0,004005";3537156
"Pedrinhas Paulista";"2013";"72072,63";"24332,42";"0,004202";3537156
"Pedrinhas Paulista";"2014";"69502,87";"23409,52";"0,00374";3537156
"Pedrinhas Paulista";"2015";"98349,53";"33036,46";"0,00507";3537156
"Pedro de Toledo";"2011";"91166,9";"8877,01";"0,006346";3537206
"Pedro de Toledo";"2012";"100445,75";"9709,59";"0,006443";3537206
"Pedro de Toledo";"2013";"120785,36";"11590,57";"0,007042";3537206
"Pedro de Toledo";"2014";"120780,73";"11506,21";"0,0065";3537206
"Pedro de Toledo";"2015";"139514,03";"13194,06";"0,007192";3537206
"Penápolis";"2011";"1004344,74";"17101,34";"0,069908";3537305
"Penápolis";"2012";"1160047,67";"19667,83";"0,074408";3537305
"Penápolis";"2013";"1190638,81";"20099,58";"0,069415";3537305
"Penápolis";"2014";"1334820,96";"22436,98";"0,071834";3537305
"Penápolis";"2015";"1355825,2";"22692,01";"0,069892";3537305
"Pereira Barreto";"2011";"439987,94";"17592,48";"0,030625";3537404
"Pereira Barreto";"2012";"507540,04";"20255,42";"0,032555";3537404
"Pereira Barreto";"2013";"532817,47";"21223,56";"0,031064";3537404
"Pereira Barreto";"2014";"577263,09";"22951,89";"0,031066";3537404
"Pereira Barreto";"2015";"692431,1";"27478,51";"0,035694";3537404
"Pereiras";"2011";"120299,78";"15946,42";"0,008373";3537503
"Pereiras";"2012";"124684,94";"16302,95";"0,007998";3537503
"Pereiras";"2013";"125093,05";"16136,87";"0,007293";3537503
"Pereiras";"2014";"128905,66";"16404,38";"0,006937";3537503
"Pereiras";"2015";"138723,44";"17416,63";"0,007151";3537503
"Peruíbe";"2011";"930836,96";"15426,53";"0,064791";3537602
"Peruíbe";"2012";"1105187,65";"18121,1";"0,070889";3537602
"Peruíbe";"2013";"1265518,52";"20529,47";"0,073781";3537602
"Peruíbe";"2014";"1416759,14";"22738,36";"0,076244";3537602
"Peruíbe";"2015";"1284888,86";"20402,51";"0,066235";3537602
"Piacatu";"2011";"59268,16";"11092,67";"0,004125";3537701
"Piacatu";"2012";"65754,07";"12163,16";"0,004218";3537701
"Piacatu";"2013";"72433,21";"13244,32";"0,004223";3537701
"Piacatu";"2014";"76512,21";"13825,84";"0,004118";3537701
"Piacatu";"2015";"78159,71";"13959,58";"0,004029";3537701
"Piedade";"2011";"683663,54";"13083,22";"0,047587";3537800
"Piedade";"2012";"730969,19";"13953,79";"0,046886";3537800
"Piedade";"2013";"960431,83";"18288,71";"0,055994";3537800
"Piedade";"2014";"1129675,02";"21458,35";"0,060794";3537800
"Piedade";"2015";"1135247,76";"21510,68";"0,058521";3537800
"Pilar do Sul";"2011";"292756,37";"11016,65";"0,020377";3537909
"Pilar do Sul";"2012";"334665,38";"12503,84";"0,021466";3537909
"Pilar do Sul";"2013";"405189,47";"15030,96";"0,023623";3537909
"Pilar do Sul";"2014";"449225,08";"16545,43";"0,024175";3537909
"Pilar do Sul";"2015";"541572,82";"19805,19";"0,027918";3537909
"Pindamonhangaba";"2011";"4514386,2";"30380,88";"0,314225";3538006
"Pindamonhangaba";"2012";"5145267,67";"34210,33";"0,330029";3538006
"Pindamonhangaba";"2013";"5691879,09";"37390";"0,331842";3538006
"Pindamonhangaba";"2014";"6227819,98";"40418,87";"0,335154";3538006
"Pindamonhangaba";"2015";"6640809,6";"42581,03";"0,342329";3538006
"Pindorama";"2011";"196166,32";"12937,17";"0,013654";3538105
"Pindorama";"2012";"227703,97";"14876,78";"0,014605";3538105
"Pindorama";"2013";"274359,9";"17756,77";"0,015995";3538105
"Pindorama";"2014";"286674,46";"18381,28";"0,015428";3538105
"Pindorama";"2015";"286573,01";"18203,2";"0,014773";3538105
"Pinhalzinho";"2011";"150402,26";"11345,12";"0,010469";3538204
"Pinhalzinho";"2012";"163935,56";"12206,67";"0,010515";3538204
"Pinhalzinho";"2013";"202644,52";"14893,76";"0,011814";3538204
"Pinhalzinho";"2014";"220137,77";"15970,53";"0,011847";3538204
"Pinhalzinho";"2015";"227249,21";"16273,93";"0,011715";3538204
"Piquerobi";"2011";"41151,45";"11637,85";"0,002864";3538303
"Piquerobi";"2012";"44327";"12539,46";"0,002843";3538303
"Piquerobi";"2013";"48322,75";"13669,8";"0,002817";3538303
"Piquerobi";"2014";"52768,31";"14931,61";"0,00284";3538303
"Piquerobi";"2015";"54377,03";"15391,18";"0,002803";3538303
"Piquete";"2011";"104873,1";"7460,03";"0,0073";3538501
"Piquete";"2012";"110664,84";"7904,63";"0,007098";3538501
"Piquete";"2013";"125447,91";"8997,84";"0,007314";3538501
"Piquete";"2014";"134665,28";"9699,31";"0,007247";3538501
"Piquete";"2015";"144086,09";"10421,39";"0,007428";3538501
"Piracaia";"2011";"284202,46";"11269,83";"0,019782";3538600
"Piracaia";"2012";"316118,45";"12477,05";"0,020277";3538600
"Piracaia";"2013";"367641,14";"14442,79";"0,021434";3538600
"Piracaia";"2014";"395388,6";"15461,17";"0,021278";3538600
"Piracaia";"2015";"441545,19";"17185,43";"0,022761";3538600
"Piracicaba";"2011";"14732110,62";"40141,55";"1,025433";3538709
"Piracicaba";"2012";"16052653,03";"43412,77";"1,029654";3538709
"Piracicaba";"2013";"20294828,1";"54475,01";"1,183207";3538709
"Piracicaba";"2014";"22040590";"58718,85";"1,186128";3538709
"Piracicaba";"2015";"21644883,95";"57233,59";"1,115779";3538709
"Piraju";"2011";"402524,39";"14129,12";"0,028018";3538808
"Piraju";"2012";"483077,09";"16945,32";"0,030986";3538808
"Piraju";"2013";"531747,56";"18639,5";"0,031001";3538808
"Piraju";"2014";"558719,58";"19571,92";"0,030068";3538808
"Piraju";"2015";"557321";"19509,94";"0,02873";3538808
"Pirajuí";"2011";"257564,65";"11314,06";"0,017928";3538907
"Pirajuí";"2012";"285387,28";"12489,05";"0,018305";3538907
"Pirajuí";"2013";"295336,96";"12876,01";"0,017218";3538907
"Pirajuí";"2014";"307336,98";"13348,55";"0,01654";3538907
"Pirajuí";"2015";"336208,98";"14547,57";"0,017331";3538907
"Pirangi";"2011";"144437,9";"13571,16";"0,010054";3539004
"Pirangi";"2012";"161490,98";"15137,89";"0,010358";3539004
"Pirangi";"2013";"186478,22";"17437,65";"0,010872";3539004
"Pirangi";"2014";"198264,28";"18498,25";"0,01067";3539004
"Pirangi";"2015";"215623,08";"20069,16";"0,011115";3539004
"Pirapora do Bom Jesus";"2011";"439975,92";"27503,65";"0,030625";3539103
"Pirapora do Bom Jesus";"2012";"424248,68";"26030,72";"0,027212";3539103
"Pirapora do Bom Jesus";"2013";"438910,95";"26432,46";"0,025589";3539103
"Pirapora do Bom Jesus";"2014";"360672,07";"21318,84";"0,01941";3539103
"Pirapora do Bom Jesus";"2015";"371896,41";"21576,72";"0,019171";3539103
"Pirapozinho";"2011";"498582,47";"20002,51";"0,034704";3539202
"Pirapozinho";"2012";"539979,73";"21442,23";"0,034636";3539202
"Pirapozinho";"2013";"586404,9";"23047,79";"0,034188";3539202
"Pirapozinho";"2014";"716358,91";"27868,47";"0,038551";3539202
"Pirapozinho";"2015";"742805,97";"28601,36";"0,038291";3539202
"Pirassununga";"2011";"1731548,11";"24586,08";"0,120525";3539301
"Pirassununga";"2012";"1903237,25";"26872,77";"0,122078";3539301
"Pirassununga";"2013";"2082733,71";"29243,25";"0,121425";3539301
"Pirassununga";"2014";"2231866,53";"31162,62";"0,120109";3539301
"Pirassununga";"2015";"2333347,68";"32397,71";"0,120282";3539301
"Piratininga";"2011";"122440,65";"10056,73";"0,008523";3539400
"Piratininga";"2012";"131171,15";"10670,39";"0,008414";3539400
"Piratininga";"2013";"152231,06";"12263,84";"0,008875";3539400
"Piratininga";"2014";"163945,92";"13081,14";"0,008823";3539400
"Piratininga";"2015";"184853,83";"14608,33";"0,009529";3539400
"Pitangueiras";"2011";"694054,87";"19492,64";"0,04831";3539509
"Pitangueiras";"2012";"659742,58";"18354,22";"0,042317";3539509
"Pitangueiras";"2013";"663400,32";"18282,54";"0,038677";3539509
"Pitangueiras";"2014";"722814,64";"19731,78";"0,038899";3539509
"Pitangueiras";"2015";"888461,46";"24025,46";"0,0458";3539509
"Planalto";"2011";"144364,78";"31875,64";"0,010049";3539608
"Planalto";"2012";"187031,61";"40632,55";"0,011997";3539608
"Planalto";"2013";"217948,72";"46590,15";"0,012707";3539608
"Planalto";"2014";"218027,14";"45852,18";"0,011733";3539608
"Planalto";"2015";"228450,7";"47278,7";"0,011776";3539608
"Platina";"2011";"53297,69";"16552,08";"0,00371";3539707
"Platina";"2012";"53957,65";"16597,25";"0,003461";3539707
"Platina";"2013";"62631,15";"19077,41";"0,003651";3539707
"Platina";"2014";"58592,78";"17680,38";"0,003153";3539707
"Platina";"2015";"65866,18";"19679,17";"0,003395";3539707
"Poá";"2011";"4235312,16";"39609,01";"0,2948";3539806
"Poá";"2012";"3890601,5";"36043,11";"0,249552";3539806
"Poá";"2013";"3998233,55";"36691,81";"0,233101";3539806
"Poá";"2014";"3940620,19";"35823,49";"0,212067";3539806
"Poá";"2015";"4393670,34";"39566,58";"0,226491";3539806
"Poloni";"2011";"95971,26";"17710,14";"0,00668";3539905
"Poloni";"2012";"98297,65";"18042,89";"0,006305";3539905
"Poloni";"2013";"103426,17";"18880,28";"0,00603";3539905
"Poloni";"2014";"105141,21";"19092,28";"0,005658";3539905
"Poloni";"2015";"109227,93";"19726,92";"0,005631";3539905
"Pompéia";"2011";"833980,65";"41518,43";"0,058049";3540002
"Pompéia";"2012";"920844,05";"45527,74";"0,059065";3540002
"Pompéia";"2013";"1126493,65";"55312,46";"0,065676";3540002
"Pompéia";"2014";"1045773,56";"50995,93";"0,056279";3540002
"Pompéia";"2015";"995488,32";"48207,67";"0,051317";3540002
"Pongaí";"2011";"44599,61";"12871,46";"0,003104";3540101
"Pongaí";"2012";"47510,29";"13787,08";"0,003047";3540101
"Pongaí";"2013";"49143,72";"14331,79";"0,002865";3540101
"Pongaí";"2014";"64096,85";"18791,22";"0,003449";3540101
"Pongaí";"2015";"56604,7";"16682,79";"0,002918";3540101
"Pontal";"2011";"736358,94";"17903,64";"0,051254";3540200
"Pontal";"2012";"795807,67";"18884,4";"0,051045";3540200
"Pontal";"2013";"805099,38";"18646,49";"0,046938";3540200
"Pontal";"2014";"855476,64";"19337,61";"0,046038";3540200
"Pontal";"2015";"861306,53";"19002,06";"0,0444";3540200
"Pontalinda";"2011";"45328,6";"11020,81";"0,003155";3540259
"Pontalinda";"2012";"48879,14";"11755,45";"0,003135";3540259
"Pontalinda";"2013";"56950,84";"13550,04";"0,00332";3540259
"Pontalinda";"2014";"56129,25";"13209,99";"0,003021";3540259
"Pontalinda";"2015";"60001,77";"13970,14";"0,003093";3540259
"Pontes Gestal";"2011";"128664,47";"51077,6";"0,008956";3540309
"Pontes Gestal";"2012";"166785,72";"66211,08";"0,010698";3540309
"Pontes Gestal";"2013";"120982,11";"48027,83";"0,007053";3540309
"Pontes Gestal";"2014";"121688,08";"48308,09";"0,006549";3540309
"Pontes Gestal";"2015";"125183,99";"49676,18";"0,006453";3540309
"Populina";"2011";"64948,36";"15467,58";"0,004521";3540408
"Populina";"2012";"71967,44";"17237,71";"0,004616";3540408
"Populina";"2013";"76132,81";"18349,68";"0,004439";3540408
"Populina";"2014";"74239,57";"17997,47";"0,003995";3540408
"Populina";"2015";"72771,82";"17749,22";"0,003751";3540408
"Porangaba";"2011";"89302,61";"10612,31";"0,006216";3540507
"Porangaba";"2012";"96213,89";"11291,39";"0,006171";3540507
"Porangaba";"2013";"134214,04";"15553,83";"0,007825";3540507
"Porangaba";"2014";"146844,06";"16805,22";"0,007903";3540507
"Porangaba";"2015";"149234,21";"16864,53";"0,007693";3540507
"Porto Feliz";"2011";"1014259,58";"20633,9";"0,070598";3540606
"Porto Feliz";"2012";"1129622,53";"22844,66";"0,072457";3540606
"Porto Feliz";"2013";"1302973,72";"26194,11";"0,075965";3540606
"Porto Feliz";"2014";"1429706,2";"28570,7";"0,076941";3540606
"Porto Feliz";"2015";"1564988,16";"31088,98";"0,080674";3540606
"Porto Ferreira";"2011";"1319697,45";"25543,85";"0,091858";3540705
"Porto Ferreira";"2012";"1406294,73";"27063,39";"0,090203";3540705
"Porto Ferreira";"2013";"1482660,11";"28368,13";"0,08644";3540705
"Porto Ferreira";"2014";"1665473,96";"31682,28";"0,089629";3540705
"Porto Ferreira";"2015";"1732691,06";"32770,81";"0,089319";3540705
"Potim";"2011";"123554,82";"6343,3";"0,0086";3540754
"Potim";"2012";"140421,31";"7158,14";"0,009007";3540754
"Potim";"2013";"152348,73";"7710,74";"0,008882";3540754
"Potim";"2014";"162788,76";"8180,75";"0,008761";3540754
"Potim";"2015";"191557,05";"9557,78";"0,009875";3540754
"Potirendaba";"2011";"352415,24";"22644,43";"0,02453";3540804
"Potirendaba";"2012";"400370,44";"25511,05";"0,025681";3540804
"Potirendaba";"2013";"414888,85";"26217,3";"0,024188";3540804
"Potirendaba";"2014";"443650";"27801,1";"0,023875";3540804
"Potirendaba";"2015";"453740,49";"28196,65";"0,02339";3540804
"Pracinha";"2011";"17324,17";"6080,79";"0,001206";3540853
"Pracinha";"2012";"18098,99";"6337,18";"0,001161";3540853
"Pracinha";"2013";"21909,64";"7650,01";"0,001277";3540853
"Pracinha";"2014";"24211,66";"8433,18";"0,001303";3540853
"Pracinha";"2015";"25901,9";"9003,09";"0,001335";3540853
"Pradópolis";"2011";"533316,38";"30113,86";"0,037122";3540903
"Pradópolis";"2012";"539660,84";"29825,4";"0,034615";3540903
"Pradópolis";"2013";"589435,9";"31885,53";"0,034365";3540903
"Pradópolis";"2014";"646600,54";"34235,22";"0,034797";3540903
"Pradópolis";"2015";"335943,12";"17409,09";"0,017318";3540903
"Praia Grande";"2011";"3700063,66";"13855,53";"0,257544";3541000
"Praia Grande";"2012";"4312526,86";"15806,99";"0,276615";3541000
"Praia Grande";"2013";"4966417,82";"17818,22";"0,289547";3541000
"Praia Grande";"2014";"5512843,73";"19359,82";"0,296677";3541000
"Praia Grande";"2015";"6374523,36";"21911,75";"0,328602";3541000
"Pratânia";"2011";"68292,64";"14692,91";"0,004754";3541059
"Pratânia";"2012";"83356,42";"17731,64";"0,005347";3541059
"Pratânia";"2013";"82773,94";"17396,79";"0,004826";3541059
"Pratânia";"2014";"87668,62";"18214,96";"0,004718";3541059
"Pratânia";"2015";"78373,56";"16093,13";"0,00404";3541059
"Presidente Alves";"2011";"46864,21";"11396,94";"0,003262";3541109
"Presidente Alves";"2012";"52777,58";"12875,72";"0,003385";3541109
"Presidente Alves";"2013";"57353,13";"14036,5";"0,003344";3541109
"Presidente Alves";"2014";"69928,85";"17168,88";"0,003763";3541109
"Presidente Alves";"2015";"68907,2";"16972,22";"0,003552";3541109
"Presidente Bernardes";"2011";"149727,87";"11011,83";"0,010422";3541208
"Presidente Bernardes";"2012";"178558,3";"13115,79";"0,011453";3541208
"Presidente Bernardes";"2013";"192125,45";"14092,68";"0,011201";3541208
"Presidente Bernardes";"2014";"213224,61";"15620,85";"0,011475";3541208
"Presidente Bernardes";"2015";"233915,65";"17115,36";"0,012058";3541208
"Presidente Epitácio";"2011";"642709,69";"15521,76";"0,044736";3541307
"Presidente Epitácio";"2012";"669186,92";"16119,55";"0,042923";3541307
"Presidente Epitácio";"2013";"873188,21";"20979,51";"0,050908";3541307
"Presidente Epitácio";"2014";"961855,11";"23051,14";"0,051763";3541307
"Presidente Epitácio";"2015";"985556,11";"23558,17";"0,050805";3541307
"Presidente Prudente";"2011";"5021635,53";"24038,47";"0,349532";3541406
"Presidente Prudente";"2012";"5605428,08";"26646,71";"0,359545";3541406
"Presidente Prudente";"2013";"6305708,93";"29767,5";"0,367629";3541406
"Presidente Prudente";"2014";"6878961,74";"32248,21";"0,370196";3541406
"Presidente Prudente";"2015";"6847376,24";"31877,17";"0,352978";3541406
"Presidente Venceslau";"2011";"470250,02";"12400,13";"0,032732";3541505
"Presidente Venceslau";"2012";"521832,16";"13753,78";"0,033472";3541505
"Presidente Venceslau";"2013";"600996,74";"15833,62";"0,035039";3541505
"Presidente Venceslau";"2014";"664455,83";"17497,19";"0,035758";3541505
"Presidente Venceslau";"2015";"682580,53";"17965,48";"0,035187";3541505
"Promissão";"2011";"1655643,59";"45940,33";"0,115242";3541604
"Promissão";"2012";"1639353,85";"44975,41";"0,105152";3541604
"Promissão";"2013";"1554123,47";"42156,01";"0,090607";3541604
"Promissão";"2014";"1604252,26";"43025,59";"0,086334";3541604
"Promissão";"2015";"1487765,35";"39451,76";"0,076693";3541604
"Quadra";"2011";"56937,77";"17359,08";"0,003963";3541653
"Quadra";"2012";"56972,64";"17114,04";"0,003654";3541653
"Quadra";"2013";"77881,48";"23048,68";"0,004541";3541653
"Quadra";"2014";"82465,41";"24042,39";"0,004438";3541653
"Quadra";"2015";"94745,91";"27210,2";"0,004884";3541653
"Quatá";"2011";"283450,41";"21966,09";"0,01973";3541703
"Quatá";"2012";"327260,38";"25133,28";"0,020991";3541703
"Quatá";"2013";"341090,61";"25958,19";"0,019886";3541703
"Quatá";"2014";"363123,12";"27386,92";"0,019542";3541703
"Quatá";"2015";"393933,71";"29444,18";"0,020307";3541703
"Queiroz";"2011";"135056,79";"47404,98";"0,009401";3541802
"Queiroz";"2012";"134397,67";"46392,02";"0,008621";3541802
"Queiroz";"2013";"236585,35";"80334,59";"0,013793";3541802
"Queiroz";"2014";"265611,86";"88714,72";"0,014294";3541802
"Queiroz";"2015";"395546,48";"129943";"0,02039";3541802
"Queluz";"2011";"127519,88";"11148,79";"0,008876";3541901
"Queluz";"2012";"150639,79";"12999,64";"0,009662";3541901
"Queluz";"2013";"186697,27";"15902,66";"0,010885";3541901
"Queluz";"2014";"198397,15";"16680,44";"0,010677";3541901
"Queluz";"2015";"210361,88";"17455,97";"0,010844";3541901
"Quintana";"2011";"87996,13";"14544,81";"0,006125";3542008
"Quintana";"2012";"98320,22";"16112,79";"0,006306";3542008
"Quintana";"2013";"121702,55";"19776,17";"0,007095";3542008
"Quintana";"2014";"131203,09";"21137,92";"0,007061";3542008
"Quintana";"2015";"129087,95";"20621,08";"0,006654";3542008
"Rafard";"2011";"220516,21";"25516,8";"0,015349";3542107
"Rafard";"2012";"212972,95";"24555,86";"0,013661";3542107
"Rafard";"2013";"226958";"26072,14";"0,013232";3542107
"Rafard";"2014";"250643,79";"28684,34";"0,013489";3542107
"Rafard";"2015";"260312,39";"29682,14";"0,013419";3542107
"Rancharia";"2011";"638756,06";"22176,72";"0,044461";3542206
"Rancharia";"2012";"831018,39";"28852,8";"0,053303";3542206
"Rancharia";"2013";"908881,88";"31557,3";"0,052989";3542206
"Rancharia";"2014";"897288,53";"31155,85";"0,048288";3542206
"Rancharia";"2015";"982979,94";"34132,43";"0,050672";3542206
"Redenção da Serra";"2011";"34199,12";"8839,27";"0,00238";3542305
"Redenção da Serra";"2012";"35413,19";"9164,91";"0,002271";3542305
"Redenção da Serra";"2013";"43907,32";"11383,8";"0,00256";3542305
"Redenção da Serra";"2014";"44061,87";"11438,7";"0,002371";3542305
"Redenção da Serra";"2015";"51258,09";"13324,17";"0,002642";3542305
"Regente Feijó";"2011";"425574,03";"22897,56";"0,029622";3542404
"Regente Feijó";"2012";"472656,16";"25286,55";"0,030317";3542404
"Regente Feijó";"2013";"548998,81";"29203,62";"0,032007";3542404
"Regente Feijó";"2014";"583152,12";"30844,82";"0,031383";3542404
"Regente Feijó";"2015";"572118,98";"30089,35";"0,029492";3542404
"Reginópolis";"2011";"80843,84";"11089,69";"0,005627";3542503
"Reginópolis";"2012";"78277,18";"10750,88";"0,005021";3542503
"Reginópolis";"2013";"85551,58";"11761,28";"0,004988";3542503
"Reginópolis";"2014";"106285,64";"14629,82";"0,00572";3542503
"Reginópolis";"2015";"97253,99";"13399,56";"0,005013";3542503
"Registro";"2011";"1007679,37";"18589,47";"0,07014";3542602
"Registro";"2012";"1207471,99";"22295,77";"0,07745";3542602
"Registro";"2013";"1300500,39";"24035,71";"0,07582";3542602
"Registro";"2014";"1473754,23";"27262,46";"0,079311";3542602
"Registro";"2015";"1697609,46";"31432,56";"0,087511";3542602
"Restinga";"2011";"94063,75";"14106,74";"0,006547";3542701
"Restinga";"2012";"121745,36";"18012,33";"0,007809";3542701
"Restinga";"2013";"119729,96";"17473,72";"0,00698";3542701
"Restinga";"2014";"135173,56";"19460,63";"0,007274";3542701
"Restinga";"2015";"151225,37";"21477,83";"0,007796";3542701
"Ribeira";"2011";"23647,44";"7073,72";"0,001646";3542800
"Ribeira";"2012";"25910,29";"7787,88";"0,001662";3542800
"Ribeira";"2013";"29219,91";"8825,1";"0,001704";3542800
"Ribeira";"2014";"36313,59";"11020,82";"0,001954";3542800
"Ribeira";"2015";"43370,12";"13226,63";"0,002236";3542800
"Ribeirão Bonito";"2011";"164620,78";"13483,56";"0,011458";3542909
"Ribeirão Bonito";"2012";"198555,52";"16154,55";"0,012736";3542909
"Ribeirão Bonito";"2013";"246196,95";"19896,31";"0,014354";3542909
"Ribeirão Bonito";"2014";"244756,82";"19646,56";"0,013172";3542909
"Ribeirão Bonito";"2015";"209135,8";"16674,84";"0,010781";3542909
